,PSA-HM1-BAYTB-hist.txt,PSA-HM1-BAYTC-hist.txt,PSA-HM1-BAYTG-hist.txt,PSA-HM1-BAYTH-hist.txt,PSA-HP1-BAYTB-hist.txt,PSA-HP1-BAYTC-hist.txt,PSA-HP1-BAYTG-hist.txt,PSA-HP1-BAYTH-hist.txt,PSA-HS2-BAYTB-hist.txt,PSA-HS2-BAYTC-hist.txt,PSA-HS2-BAYTG-hist.txt,PSA-HS2-BAYTH-hist.txt,alpha3-BAYTB-hist.txt,alpha3-BAYTC-hist.txt,alpha3-BAYTG-hist.txt,alpha3-BAYTH-hist.txt,phix-BAYTB-hist.txt,phix-BAYTC-hist.txt,phix-BAYTG-hist.txt,phix-BAYTH-hist.txt
727,101.0,1322.0,102.0,868.0,8.0,78.0,7.0,58.0,14.0,274.0,21.0,152.0,,,,,,,1.0,4.0
728,93.0,1283.0,117.0,874.0,8.0,93.0,6.0,55.0,22.0,280.0,15.0,145.0,,2.0,,,,,,6.0
729,91.0,1275.0,113.0,848.0,9.0,105.0,6.0,53.0,20.0,265.0,20.0,123.0,,1.0,,,,,,6.0
730,113.0,1206.0,111.0,800.0,7.0,79.0,7.0,49.0,18.0,261.0,21.0,140.0,,1.0,,,,,,6.0
731,96.0,1240.0,111.0,874.0,6.0,89.0,8.0,40.0,23.0,250.0,26.0,136.0,,,,,,,,8.0
732,92.0,1264.0,116.0,826.0,6.0,71.0,10.0,53.0,19.0,254.0,24.0,138.0,,,,2.0,,2.0,,4.0
733,94.0,1327.0,115.0,804.0,6.0,88.0,3.0,63.0,22.0,266.0,24.0,139.0,,,,,,,,6.0
734,95.0,1296.0,110.0,813.0,5.0,85.0,6.0,40.0,25.0,273.0,18.0,142.0,,1.0,,,,,,5.0
735,85.0,1225.0,122.0,848.0,4.0,86.0,4.0,56.0,20.0,299.0,19.0,131.0,,2.0,,1.0,,,,6.0
736,81.0,1205.0,104.0,828.0,6.0,75.0,7.0,50.0,16.0,243.0,17.0,132.0,,1.0,,,,1.0,,7.0
737,100.0,1225.0,102.0,831.0,5.0,79.0,6.0,64.0,23.0,273.0,26.0,145.0,,,,,,3.0,,4.0
738,91.0,1283.0,97.0,810.0,5.0,84.0,3.0,44.0,16.0,252.0,22.0,125.0,,2.0,,1.0,,3.0,,6.0
739,83.0,1273.0,97.0,816.0,6.0,96.0,4.0,58.0,15.0,262.0,11.0,133.0,,1.0,,,,,,5.0
740,94.0,1244.0,103.0,784.0,10.0,82.0,2.0,53.0,17.0,256.0,26.0,132.0,,,,,,,1.0,2.0
741,106.0,1203.0,94.0,806.0,6.0,86.0,6.0,47.0,17.0,239.0,27.0,137.0,,1.0,,,,,1.0,6.0
742,85.0,1177.0,92.0,766.0,4.0,80.0,5.0,55.0,15.0,257.0,18.0,144.0,,1.0,,,,1.0,,8.0
743,70.0,1139.0,93.0,773.0,5.0,84.0,8.0,43.0,12.0,266.0,18.0,108.0,,,,2.0,1.0,,,5.0
744,98.0,1138.0,104.0,764.0,4.0,84.0,9.0,33.0,15.0,243.0,23.0,149.0,,,,,,,,7.0
745,85.0,1230.0,111.0,854.0,2.0,90.0,9.0,50.0,15.0,253.0,22.0,124.0,,,,1.0,,1.0,,4.0
746,71.0,1161.0,115.0,746.0,2.0,82.0,4.0,36.0,19.0,259.0,17.0,124.0,,,,1.0,,,,4.0
747,74.0,1151.0,96.0,773.0,4.0,75.0,5.0,51.0,12.0,228.0,19.0,147.0,,1.0,,3.0,,1.0,1.0,12.0
748,86.0,1169.0,94.0,773.0,7.0,81.0,9.0,48.0,22.0,229.0,17.0,127.0,,1.0,,2.0,,1.0,,6.0
749,74.0,1140.0,94.0,733.0,1.0,79.0,2.0,42.0,10.0,229.0,25.0,127.0,,1.0,,,,1.0,,2.0
750,80.0,1170.0,116.0,730.0,6.0,86.0,9.0,43.0,17.0,226.0,22.0,104.0,,2.0,,2.0,,,,13.0
751,76.0,1149.0,82.0,757.0,5.0,69.0,2.0,45.0,25.0,272.0,18.0,136.0,,,,,,,,7.0
752,70.0,1165.0,81.0,773.0,5.0,85.0,8.0,37.0,23.0,256.0,23.0,122.0,,,,,,,,6.0
753,82.0,1046.0,106.0,724.0,9.0,84.0,5.0,38.0,16.0,240.0,22.0,110.0,,,,,,1.0,,3.0
754,66.0,1118.0,100.0,699.0,3.0,66.0,2.0,33.0,9.0,230.0,22.0,130.0,,,,,,1.0,,7.0
755,71.0,1148.0,83.0,729.0,5.0,69.0,10.0,35.0,14.0,244.0,13.0,108.0,,2.0,,,,1.0,,4.0
756,71.0,1115.0,78.0,689.0,8.0,73.0,6.0,32.0,12.0,251.0,12.0,111.0,,,,1.0,,,,6.0
757,75.0,1045.0,104.0,679.0,3.0,71.0,10.0,32.0,21.0,233.0,9.0,118.0,,,,1.0,,,,8.0
758,78.0,1112.0,89.0,682.0,6.0,66.0,8.0,46.0,24.0,249.0,17.0,115.0,,,,1.0,,1.0,,11.0
759,70.0,1107.0,96.0,700.0,3.0,64.0,6.0,46.0,16.0,230.0,15.0,126.0,,,,1.0,,1.0,,5.0
760,79.0,1177.0,97.0,718.0,3.0,78.0,10.0,48.0,11.0,229.0,14.0,146.0,,,,,,1.0,,6.0
761,66.0,1016.0,95.0,675.0,8.0,81.0,5.0,46.0,14.0,231.0,14.0,109.0,,,,,,,,9.0
762,68.0,1090.0,76.0,654.0,8.0,75.0,4.0,42.0,16.0,236.0,18.0,117.0,,,,1.0,,,,3.0
763,72.0,1152.0,79.0,635.0,9.0,86.0,8.0,41.0,8.0,230.0,23.0,112.0,,1.0,,,,,,5.0
764,54.0,1106.0,90.0,661.0,7.0,71.0,4.0,52.0,16.0,231.0,15.0,115.0,,,,,,,,5.0
765,57.0,1062.0,81.0,658.0,3.0,59.0,3.0,32.0,18.0,234.0,13.0,117.0,,,,,,,,4.0
766,64.0,1049.0,90.0,643.0,4.0,68.0,4.0,42.0,9.0,219.0,18.0,115.0,,,,,,,,7.0
767,58.0,1029.0,94.0,678.0,2.0,90.0,6.0,39.0,11.0,209.0,11.0,117.0,,,,,,1.0,,5.0
768,58.0,1060.0,84.0,657.0,4.0,82.0,8.0,46.0,8.0,243.0,15.0,103.0,,,,,,,,8.0
769,68.0,1057.0,75.0,626.0,3.0,76.0,5.0,45.0,18.0,222.0,11.0,119.0,,,,,,,1.0,6.0
770,58.0,1054.0,91.0,671.0,1.0,68.0,6.0,37.0,14.0,229.0,7.0,112.0,,,,,,,,9.0
771,52.0,1021.0,88.0,678.0,1.0,82.0,9.0,46.0,10.0,210.0,12.0,103.0,,,,1.0,,1.0,,5.0
772,53.0,1012.0,83.0,644.0,3.0,83.0,4.0,34.0,15.0,206.0,11.0,103.0,,1.0,,,,,,6.0
773,61.0,1040.0,75.0,602.0,4.0,70.0,9.0,50.0,9.0,217.0,17.0,119.0,,,1.0,,,,,4.0
774,53.0,987.0,76.0,600.0,6.0,55.0,3.0,28.0,15.0,227.0,15.0,103.0,,,,1.0,,,,
775,51.0,994.0,86.0,650.0,3.0,65.0,5.0,40.0,12.0,228.0,27.0,121.0,,1.0,,,,,,10.0
776,70.0,907.0,82.0,598.0,3.0,74.0,2.0,35.0,10.0,219.0,13.0,112.0,,,,1.0,,,,7.0
777,46.0,974.0,82.0,637.0,2.0,54.0,,19.0,11.0,195.0,7.0,73.0,,,,2.0,,,,5.0
778,56.0,998.0,88.0,566.0,6.0,76.0,2.0,37.0,12.0,210.0,10.0,116.0,,,,1.0,,,,9.0
779,46.0,951.0,74.0,609.0,2.0,54.0,1.0,39.0,12.0,213.0,12.0,83.0,,,,1.0,,,,3.0
780,57.0,993.0,86.0,595.0,1.0,59.0,4.0,39.0,12.0,212.0,15.0,92.0,,,,,,,,2.0
781,54.0,960.0,78.0,534.0,5.0,68.0,4.0,37.0,9.0,208.0,10.0,109.0,,1.0,,2.0,,,,6.0
782,59.0,947.0,62.0,586.0,,78.0,3.0,33.0,11.0,205.0,16.0,99.0,,,,,,,,9.0
783,59.0,926.0,65.0,542.0,3.0,62.0,1.0,29.0,14.0,197.0,14.0,97.0,,1.0,,,,,,4.0
784,49.0,868.0,71.0,586.0,7.0,61.0,2.0,35.0,14.0,208.0,13.0,92.0,,,,,,1.0,1.0,4.0
785,44.0,867.0,71.0,539.0,2.0,70.0,4.0,47.0,19.0,200.0,14.0,85.0,,1.0,,,,,,7.0
786,50.0,883.0,78.0,575.0,3.0,58.0,,27.0,6.0,203.0,12.0,97.0,,1.0,,,,,,4.0
787,42.0,891.0,77.0,601.0,2.0,49.0,3.0,35.0,17.0,173.0,13.0,104.0,,,,2.0,,,1.0,2.0
788,54.0,906.0,76.0,523.0,5.0,58.0,5.0,29.0,13.0,194.0,13.0,79.0,,1.0,,,,,,5.0
789,57.0,917.0,69.0,539.0,8.0,55.0,2.0,38.0,8.0,212.0,14.0,102.0,,1.0,,,,,,3.0
790,65.0,861.0,61.0,568.0,5.0,51.0,4.0,33.0,13.0,211.0,13.0,108.0,,1.0,,,,,,2.0
791,49.0,880.0,74.0,570.0,1.0,71.0,8.0,32.0,10.0,179.0,11.0,101.0,,1.0,,,,2.0,,2.0
792,41.0,935.0,75.0,516.0,3.0,78.0,5.0,41.0,8.0,171.0,9.0,81.0,,2.0,,,,,,1.0
793,51.0,899.0,68.0,533.0,,66.0,4.0,35.0,13.0,191.0,15.0,99.0,,1.0,,,,,,5.0
794,61.0,896.0,74.0,531.0,,76.0,4.0,29.0,13.0,177.0,8.0,84.0,,,,1.0,,,,5.0
795,47.0,877.0,61.0,495.0,3.0,51.0,4.0,31.0,7.0,190.0,7.0,99.0,,,,,,,,2.0
796,46.0,879.0,66.0,503.0,2.0,68.0,3.0,36.0,9.0,197.0,13.0,86.0,,,,,,,,11.0
797,45.0,879.0,59.0,497.0,4.0,59.0,2.0,27.0,9.0,188.0,16.0,91.0,,,,1.0,,1.0,,5.0
798,44.0,863.0,78.0,510.0,5.0,75.0,5.0,26.0,14.0,183.0,11.0,81.0,,,,,,,,4.0
799,48.0,820.0,69.0,506.0,3.0,66.0,2.0,20.0,9.0,168.0,16.0,78.0,,,,,,1.0,,7.0
800,47.0,813.0,75.0,535.0,1.0,68.0,4.0,26.0,15.0,200.0,15.0,90.0,,,,,,,,6.0
801,46.0,787.0,47.0,507.0,3.0,75.0,3.0,41.0,14.0,169.0,12.0,93.0,,1.0,,,,,,6.0
802,39.0,845.0,65.0,444.0,7.0,57.0,4.0,24.0,13.0,185.0,11.0,81.0,,2.0,,1.0,,,,2.0
803,46.0,775.0,99.0,497.0,5.0,51.0,6.0,29.0,3.0,177.0,10.0,101.0,,1.0,,1.0,,,,8.0
804,35.0,796.0,68.0,501.0,8.0,52.0,3.0,30.0,11.0,191.0,11.0,80.0,1.0,,,1.0,,,,2.0
805,38.0,783.0,80.0,484.0,2.0,67.0,3.0,34.0,14.0,162.0,10.0,85.0,,,,1.0,,,,3.0
806,50.0,814.0,75.0,497.0,3.0,47.0,,24.0,9.0,167.0,11.0,108.0,,2.0,,,,3.0,,8.0
807,41.0,827.0,66.0,487.0,3.0,55.0,1.0,26.0,5.0,183.0,18.0,75.0,,1.0,,,,1.0,1.0,6.0
808,55.0,790.0,73.0,487.0,5.0,53.0,5.0,30.0,12.0,198.0,14.0,92.0,,,,,,,,3.0
809,48.0,754.0,64.0,461.0,1.0,68.0,2.0,18.0,7.0,189.0,11.0,78.0,,,,,,,,1.0
810,54.0,801.0,69.0,450.0,2.0,61.0,4.0,30.0,5.0,170.0,11.0,85.0,,1.0,,,,,,2.0
811,38.0,786.0,59.0,476.0,9.0,57.0,3.0,25.0,11.0,178.0,10.0,81.0,,1.0,,1.0,,,,1.0
812,31.0,808.0,51.0,454.0,,69.0,4.0,20.0,13.0,159.0,13.0,75.0,,,,,,,,4.0
813,42.0,798.0,58.0,487.0,,44.0,4.0,27.0,12.0,166.0,10.0,56.0,,,,,,,1.0,2.0
814,33.0,754.0,60.0,471.0,5.0,70.0,2.0,27.0,9.0,155.0,7.0,84.0,,,,1.0,,,,6.0
815,51.0,783.0,65.0,454.0,5.0,57.0,3.0,28.0,12.0,163.0,11.0,77.0,,,,,,,,4.0
816,45.0,782.0,53.0,435.0,9.0,54.0,5.0,19.0,9.0,187.0,12.0,81.0,,1.0,,,,2.0,,5.0
817,42.0,757.0,71.0,429.0,3.0,49.0,3.0,21.0,12.0,173.0,6.0,72.0,,,,,1.0,1.0,,3.0
818,24.0,774.0,53.0,420.0,1.0,62.0,4.0,26.0,9.0,158.0,10.0,69.0,,,,,,1.0,,6.0
819,42.0,749.0,62.0,427.0,1.0,58.0,3.0,25.0,9.0,155.0,13.0,78.0,,,,1.0,,,,2.0
820,40.0,746.0,57.0,419.0,2.0,53.0,5.0,25.0,4.0,166.0,12.0,73.0,,,,1.0,,,,2.0
821,36.0,769.0,85.0,420.0,2.0,55.0,6.0,24.0,7.0,163.0,14.0,79.0,,,,1.0,,,,1.0
822,41.0,748.0,51.0,386.0,3.0,55.0,3.0,22.0,13.0,154.0,13.0,63.0,,,,,,,,2.0
823,39.0,676.0,48.0,473.0,1.0,54.0,,28.0,11.0,163.0,8.0,81.0,,,,,,1.0,,4.0
824,27.0,738.0,51.0,452.0,3.0,51.0,5.0,20.0,16.0,154.0,6.0,63.0,,,,,,,,2.0
825,35.0,754.0,43.0,391.0,3.0,49.0,2.0,21.0,11.0,153.0,12.0,56.0,,,,,,,,1.0
826,41.0,703.0,51.0,443.0,2.0,49.0,3.0,19.0,10.0,160.0,11.0,69.0,,,,,,,1.0,3.0
827,32.0,706.0,64.0,393.0,5.0,38.0,3.0,23.0,7.0,156.0,13.0,88.0,,,,,,,1.0,6.0
828,30.0,712.0,53.0,417.0,4.0,48.0,1.0,23.0,6.0,136.0,15.0,65.0,,,,,,,2.0,2.0
829,40.0,730.0,50.0,388.0,3.0,40.0,3.0,25.0,10.0,147.0,14.0,68.0,,,,1.0,,,,3.0
830,40.0,698.0,51.0,372.0,1.0,58.0,3.0,24.0,10.0,169.0,8.0,69.0,,,,1.0,,,,
831,31.0,688.0,44.0,396.0,3.0,45.0,4.0,24.0,6.0,140.0,12.0,54.0,,1.0,,,,,,4.0
832,36.0,662.0,58.0,375.0,2.0,52.0,4.0,22.0,6.0,160.0,17.0,65.0,,,,,,1.0,,2.0
833,46.0,716.0,60.0,389.0,2.0,49.0,2.0,30.0,6.0,155.0,9.0,53.0,,1.0,,,,,,6.0
834,31.0,638.0,55.0,362.0,2.0,60.0,4.0,21.0,6.0,133.0,8.0,54.0,,,,1.0,,,,6.0
835,43.0,679.0,51.0,375.0,1.0,50.0,3.0,27.0,8.0,150.0,9.0,73.0,,,,,,,,3.0
836,34.0,607.0,49.0,401.0,7.0,42.0,5.0,20.0,8.0,159.0,7.0,53.0,,,,,,,,4.0
837,36.0,664.0,40.0,410.0,3.0,33.0,5.0,23.0,6.0,154.0,7.0,65.0,,,,,,,,6.0
838,25.0,601.0,42.0,375.0,3.0,43.0,4.0,32.0,5.0,143.0,7.0,65.0,,,,,,1.0,,3.0
839,22.0,628.0,40.0,391.0,2.0,41.0,5.0,27.0,6.0,152.0,7.0,59.0,,,,,,2.0,,2.0
840,40.0,643.0,49.0,334.0,,34.0,2.0,21.0,6.0,134.0,9.0,62.0,,,,1.0,,2.0,,5.0
841,26.0,631.0,42.0,352.0,4.0,44.0,2.0,18.0,4.0,121.0,17.0,68.0,,,,,,,,2.0
842,29.0,566.0,45.0,346.0,2.0,40.0,1.0,23.0,8.0,144.0,8.0,79.0,,1.0,,,,1.0,,3.0
843,36.0,606.0,51.0,347.0,4.0,60.0,4.0,27.0,6.0,133.0,11.0,63.0,,,,1.0,,1.0,,5.0
844,29.0,647.0,46.0,356.0,3.0,39.0,4.0,16.0,7.0,143.0,9.0,70.0,,1.0,,1.0,,,,2.0
845,28.0,616.0,41.0,308.0,3.0,53.0,3.0,15.0,7.0,143.0,11.0,57.0,,1.0,,,,3.0,,2.0
846,30.0,651.0,47.0,355.0,2.0,33.0,2.0,23.0,8.0,117.0,7.0,63.0,,,,,,1.0,,3.0
847,28.0,591.0,57.0,368.0,3.0,57.0,,26.0,2.0,139.0,11.0,66.0,,1.0,1.0,,,,,2.0
848,33.0,617.0,40.0,351.0,1.0,57.0,4.0,22.0,6.0,142.0,7.0,52.0,,,,,,,,
849,32.0,549.0,59.0,305.0,2.0,45.0,3.0,20.0,5.0,154.0,6.0,69.0,,,,2.0,,,,6.0
850,33.0,616.0,50.0,305.0,1.0,40.0,2.0,14.0,4.0,152.0,10.0,52.0,,,,,,,,5.0
851,31.0,592.0,53.0,310.0,3.0,41.0,3.0,25.0,10.0,152.0,6.0,60.0,,,,,,1.0,,3.0
852,25.0,569.0,54.0,296.0,4.0,51.0,3.0,21.0,15.0,125.0,4.0,57.0,,,,1.0,,,,2.0
853,36.0,617.0,44.0,332.0,2.0,34.0,1.0,14.0,10.0,127.0,6.0,58.0,,,,,,,1.0,2.0
854,35.0,565.0,48.0,308.0,1.0,50.0,3.0,12.0,9.0,120.0,9.0,69.0,,,,,,1.0,,1.0
855,19.0,522.0,36.0,293.0,,37.0,1.0,14.0,2.0,115.0,8.0,30.0,,,,,,,,
856,24.0,566.0,29.0,316.0,3.0,37.0,1.0,21.0,5.0,130.0,7.0,47.0,,,,,,,,1.0
857,25.0,498.0,34.0,304.0,1.0,36.0,2.0,21.0,5.0,105.0,4.0,47.0,,,,,,,1.0,1.0
858,23.0,530.0,47.0,290.0,2.0,44.0,,20.0,8.0,124.0,2.0,50.0,,1.0,,,,,,4.0
859,27.0,509.0,35.0,300.0,2.0,45.0,3.0,17.0,4.0,120.0,9.0,55.0,,,,,,,,
860,30.0,609.0,33.0,307.0,3.0,41.0,2.0,10.0,5.0,102.0,8.0,52.0,,,,1.0,,,2.0,2.0
861,32.0,551.0,33.0,287.0,1.0,40.0,4.0,24.0,7.0,145.0,7.0,64.0,,1.0,,1.0,,,,3.0
862,37.0,487.0,43.0,267.0,2.0,50.0,3.0,24.0,7.0,108.0,4.0,55.0,,,,,,1.0,,3.0
863,30.0,507.0,36.0,308.0,4.0,42.0,1.0,19.0,6.0,126.0,6.0,49.0,,,,,,,,5.0
864,24.0,535.0,38.0,306.0,4.0,41.0,2.0,18.0,3.0,112.0,7.0,52.0,,,,,,,,3.0
865,27.0,503.0,39.0,293.0,1.0,36.0,1.0,19.0,4.0,120.0,14.0,49.0,,1.0,,,,,,4.0
866,22.0,474.0,42.0,270.0,1.0,42.0,,15.0,3.0,115.0,3.0,48.0,,,,,,1.0,,3.0
867,14.0,522.0,36.0,287.0,1.0,45.0,,24.0,5.0,102.0,11.0,54.0,,,,1.0,,,,4.0
868,27.0,521.0,36.0,301.0,3.0,39.0,1.0,18.0,3.0,121.0,7.0,61.0,,1.0,,1.0,,1.0,,6.0
869,30.0,545.0,43.0,260.0,2.0,38.0,,9.0,4.0,119.0,7.0,48.0,,3.0,,,,,,1.0
870,30.0,493.0,39.0,259.0,4.0,31.0,2.0,21.0,6.0,111.0,8.0,45.0,,,,,,,,2.0
871,24.0,501.0,32.0,267.0,1.0,38.0,1.0,11.0,2.0,112.0,6.0,64.0,,,,,,,,3.0
872,25.0,486.0,43.0,305.0,3.0,36.0,6.0,19.0,4.0,124.0,6.0,40.0,,,,3.0,,,,1.0
873,27.0,480.0,45.0,256.0,1.0,32.0,7.0,15.0,4.0,104.0,4.0,52.0,,,,,,1.0,,3.0
874,22.0,472.0,34.0,282.0,,50.0,3.0,12.0,7.0,121.0,8.0,48.0,,1.0,,,,,,4.0
875,26.0,474.0,34.0,243.0,,38.0,,18.0,6.0,113.0,6.0,45.0,,,,,,,,6.0
876,33.0,486.0,27.0,252.0,1.0,34.0,4.0,19.0,2.0,76.0,5.0,35.0,,,,1.0,,,,2.0
877,20.0,479.0,41.0,258.0,3.0,36.0,2.0,20.0,1.0,90.0,8.0,43.0,,,,,,,,2.0
878,27.0,467.0,51.0,254.0,1.0,41.0,5.0,20.0,4.0,118.0,7.0,48.0,,,,,,1.0,,
879,25.0,470.0,37.0,232.0,,33.0,1.0,15.0,4.0,104.0,4.0,50.0,,,,,,,,2.0
880,25.0,471.0,31.0,267.0,4.0,29.0,3.0,6.0,3.0,99.0,5.0,47.0,,,,,,,,2.0
881,18.0,453.0,36.0,249.0,1.0,33.0,2.0,15.0,6.0,86.0,15.0,39.0,,,,,,,,3.0
882,20.0,463.0,28.0,239.0,1.0,41.0,2.0,12.0,6.0,85.0,2.0,50.0,,1.0,,,,,,
883,25.0,477.0,22.0,262.0,1.0,34.0,3.0,17.0,5.0,102.0,6.0,38.0,,,,1.0,,,,3.0
884,23.0,440.0,34.0,266.0,1.0,31.0,1.0,18.0,3.0,93.0,5.0,53.0,,,,,,,,2.0
885,20.0,400.0,33.0,252.0,,34.0,1.0,17.0,2.0,113.0,5.0,29.0,,1.0,,,,,,
886,16.0,432.0,37.0,208.0,2.0,38.0,1.0,10.0,6.0,95.0,6.0,58.0,,,,1.0,,,,1.0
887,20.0,415.0,44.0,213.0,1.0,40.0,3.0,16.0,3.0,91.0,5.0,36.0,,,,1.0,,,,
888,17.0,433.0,28.0,220.0,1.0,35.0,3.0,12.0,4.0,98.0,9.0,34.0,,,,1.0,,,,4.0
889,26.0,420.0,31.0,215.0,1.0,42.0,2.0,13.0,4.0,90.0,8.0,40.0,,,,,,,,1.0
890,20.0,428.0,31.0,210.0,1.0,36.0,,17.0,13.0,90.0,11.0,48.0,,,,,,,,2.0
891,17.0,393.0,22.0,241.0,2.0,28.0,1.0,14.0,7.0,103.0,4.0,46.0,,,,,,,,2.0
892,19.0,410.0,31.0,211.0,,28.0,2.0,12.0,3.0,91.0,5.0,42.0,,2.0,,,,,,6.0
893,17.0,396.0,32.0,184.0,1.0,30.0,3.0,11.0,7.0,80.0,4.0,37.0,,,,,,,,2.0
894,24.0,392.0,38.0,225.0,,27.0,3.0,14.0,4.0,77.0,11.0,37.0,,,,,,,,3.0
895,30.0,392.0,40.0,183.0,2.0,29.0,1.0,11.0,10.0,92.0,2.0,36.0,,,,,,,,2.0
896,18.0,347.0,24.0,206.0,3.0,28.0,2.0,18.0,6.0,90.0,4.0,44.0,,,,2.0,,,,3.0
897,22.0,353.0,30.0,215.0,2.0,32.0,,13.0,9.0,95.0,6.0,32.0,,,,,,1.0,,3.0
898,15.0,373.0,38.0,217.0,2.0,31.0,2.0,12.0,8.0,76.0,5.0,26.0,,,,1.0,,,,4.0
899,16.0,368.0,23.0,194.0,,30.0,1.0,13.0,6.0,80.0,6.0,41.0,,,,1.0,,,,3.0
900,16.0,364.0,24.0,193.0,1.0,22.0,1.0,9.0,4.0,101.0,8.0,42.0,,,,,,,,3.0
901,18.0,390.0,31.0,206.0,4.0,21.0,1.0,15.0,6.0,93.0,5.0,33.0,,1.0,,,,1.0,,5.0
902,24.0,383.0,34.0,182.0,1.0,38.0,,22.0,4.0,78.0,7.0,37.0,,1.0,,,,,,3.0
903,13.0,352.0,22.0,183.0,3.0,26.0,2.0,13.0,4.0,74.0,5.0,26.0,,,,,,,,1.0
904,13.0,338.0,31.0,209.0,2.0,28.0,1.0,13.0,1.0,84.0,7.0,40.0,,1.0,,,,,,1.0
905,9.0,350.0,28.0,205.0,1.0,29.0,1.0,8.0,4.0,99.0,4.0,33.0,,,,,,1.0,,2.0
906,18.0,316.0,34.0,232.0,2.0,20.0,2.0,12.0,4.0,87.0,3.0,38.0,,,,,,,1.0,1.0
907,25.0,323.0,29.0,191.0,,25.0,1.0,6.0,7.0,88.0,2.0,31.0,,,,,,,,1.0
908,18.0,328.0,34.0,188.0,1.0,30.0,1.0,8.0,3.0,77.0,5.0,31.0,,,,,,1.0,,3.0
909,17.0,340.0,25.0,159.0,1.0,24.0,2.0,8.0,3.0,90.0,5.0,35.0,,,,,,,,
910,21.0,314.0,39.0,183.0,1.0,33.0,2.0,16.0,4.0,72.0,6.0,30.0,,,,,,1.0,,2.0
911,14.0,368.0,26.0,150.0,,26.0,1.0,12.0,1.0,82.0,5.0,24.0,,,,,,,,2.0
912,11.0,321.0,27.0,188.0,3.0,24.0,1.0,10.0,7.0,88.0,8.0,33.0,,,,,,,,2.0
913,17.0,362.0,30.0,175.0,,23.0,4.0,9.0,3.0,73.0,6.0,22.0,,,,,,,,1.0
914,15.0,342.0,22.0,168.0,2.0,17.0,2.0,12.0,6.0,81.0,5.0,25.0,,,,,,,,2.0
915,19.0,307.0,19.0,157.0,1.0,36.0,1.0,18.0,4.0,92.0,9.0,26.0,,,,,,1.0,,
916,7.0,334.0,18.0,153.0,1.0,30.0,1.0,6.0,4.0,67.0,4.0,22.0,,,,,,,,
917,15.0,300.0,18.0,151.0,3.0,23.0,2.0,11.0,4.0,68.0,5.0,34.0,,,,,,,,
918,18.0,336.0,15.0,168.0,2.0,26.0,2.0,11.0,4.0,70.0,2.0,26.0,,,,,,,,
919,19.0,294.0,32.0,145.0,1.0,26.0,,13.0,5.0,59.0,11.0,36.0,,,,1.0,,,,
920,15.0,297.0,30.0,138.0,4.0,24.0,2.0,13.0,3.0,68.0,3.0,42.0,,,,,,,,
921,15.0,296.0,26.0,172.0,1.0,25.0,2.0,12.0,7.0,80.0,9.0,23.0,,,,,,,,1.0
922,9.0,322.0,19.0,148.0,1.0,26.0,1.0,7.0,4.0,81.0,7.0,18.0,,,,,,,,4.0
923,16.0,279.0,30.0,148.0,1.0,23.0,2.0,10.0,1.0,74.0,3.0,28.0,,,,,,,,
924,20.0,302.0,20.0,159.0,,32.0,2.0,9.0,2.0,69.0,3.0,23.0,,1.0,,,,,,3.0
925,11.0,329.0,29.0,124.0,2.0,19.0,2.0,9.0,4.0,74.0,9.0,20.0,,,,,,,1.0,2.0
926,6.0,319.0,29.0,148.0,,25.0,1.0,8.0,3.0,70.0,9.0,23.0,,,,1.0,,,,4.0
927,17.0,293.0,25.0,131.0,1.0,15.0,1.0,13.0,6.0,62.0,2.0,32.0,,,,,,,,2.0
928,18.0,264.0,23.0,133.0,,27.0,2.0,12.0,2.0,68.0,5.0,30.0,,,,1.0,,1.0,,2.0
929,12.0,278.0,18.0,138.0,3.0,24.0,5.0,3.0,1.0,53.0,7.0,23.0,,,,,,,1.0,1.0
930,24.0,258.0,25.0,167.0,,15.0,1.0,6.0,4.0,53.0,5.0,24.0,,1.0,,,,,,2.0
931,15.0,246.0,21.0,128.0,1.0,25.0,,11.0,4.0,72.0,5.0,26.0,,,,1.0,,,,
932,13.0,284.0,21.0,164.0,2.0,16.0,1.0,8.0,5.0,68.0,,28.0,,,,,,,,
933,15.0,222.0,26.0,137.0,1.0,17.0,4.0,7.0,4.0,70.0,2.0,34.0,,,,,,,,
934,20.0,247.0,17.0,152.0,3.0,18.0,2.0,6.0,4.0,58.0,6.0,24.0,,,,,,,,2.0
935,7.0,270.0,22.0,153.0,3.0,18.0,3.0,4.0,,73.0,3.0,25.0,,,,,,,,1.0
936,11.0,275.0,26.0,153.0,,14.0,2.0,4.0,5.0,56.0,7.0,31.0,,,,,,1.0,,2.0
937,15.0,287.0,18.0,117.0,,18.0,,11.0,2.0,49.0,6.0,25.0,,,,,,,,2.0
938,14.0,240.0,27.0,134.0,,24.0,2.0,8.0,3.0,62.0,2.0,23.0,,,,,,,,2.0
939,18.0,219.0,18.0,125.0,,26.0,2.0,14.0,2.0,57.0,8.0,23.0,,,,,,,,
940,12.0,230.0,28.0,122.0,1.0,21.0,,8.0,4.0,65.0,6.0,24.0,,1.0,,,,,,
941,16.0,231.0,25.0,121.0,1.0,9.0,,7.0,4.0,60.0,1.0,29.0,,,,,,2.0,,1.0
942,15.0,228.0,25.0,119.0,2.0,15.0,2.0,10.0,5.0,65.0,5.0,25.0,,,,1.0,,,,2.0
